time_epoch,time_iso,lat,lon,error_km,count,arrays,union_arrays_count,backazimuths,time_span_s,triangulated,source_file
1581206928.925,2020-02-09T00:08:48.925000+00:00,-85.924575,-127.006421,0.0,1,0;1,2,35.0;210.0,0.0,True,locations_summary_20200209_triangulated.csv
1581206937.325,2020-02-09T00:08:57.325000+00:00,-77.469806,-101.002257,0.0,1,0;1,2,35.0;330.0,0.0,True,locations_summary_20200209_triangulated.csv
1581206944.225,2020-02-09T00:09:04.225000+00:00,-76.28342,-102.556199,0.0,1,0;1,2,335.0;210.0,0.0,True,locations_summary_20200209_triangulated.csv
1581206952.625,2020-02-09T00:09:12.625000+00:00,-79.265973,-96.44713,0.0,1,0;1,2,335.0;330.0,0.0,True,locations_summary_20200209_triangulated.csv
1581207106.525,2020-02-09T00:11:46.525001+00:00,-77.301086,-100.589851,0.0,1,0;1,2,85.0;320.0,0.0,True,locations_summary_20200209_triangulated.csv
1581207193.35,2020-02-09T00:13:13.350000+00:00,-76.570239,-97.276042,0.0,1,0;1,2,225.0;90.0,0.0,True,locations_summary_20200209_triangulated.csv
1581229054.175,2020-02-09T06:17:34.175000+00:00,-76.233735,-94.90083,0.0,1,0;1,2,230.0;260.0,0.0,True,locations_summary_20200209_triangulated.csv
1581293180.138,2020-02-10T00:06:20.137500+00:00,-77.064484,-103.781878,0.0,2,0;1,2,285.0;20.0;290.0;185.0,65.175,True,locations_summary_20200210_triangulated.csv
1581293190.025,2020-02-10T00:06:30.025001+00:00,-77.919752,-102.764968,0.0,1,0;1,2,220.0;355.0,0.0,True,locations_summary_20200210_triangulated.csv
1581293196.6,2020-02-10T00:06:36.600000+00:00,-76.762308,-98.498899,0.0,1,0;1,2,220.0;100.0,0.0,True,locations_summary_20200210_triangulated.csv
1581293204.875,2020-02-10T00:06:44.875000+00:00,-78.233923,-103.922928,0.0,1,0;1,2,220.0;185.0,0.0,True,locations_summary_20200210_triangulated.csv
1581293290.45,2020-02-10T00:08:10.450001+00:00,-77.165316,-103.054895,0.0,2,0;1,2,290.0;355.0;95.0;355.0,185.15,True,locations_summary_20200210_triangulated.csv
1581293204.45,2020-02-10T00:06:44.450001+00:00,-76.104173,-114.893883,0.0,1,0;1,2,290.0;100.0,0.0,True,locations_summary_20200210_triangulated.csv
1581293258.25,2020-02-10T00:07:38.250000+00:00,-77.017733,-100.476376,0.0,1,0;1,2,0.0;125.0,0.0,True,locations_summary_20200210_triangulated.csv
1581293284.0,2020-02-10T00:08:04+00:00,-76.420991,-100.479548,0.0,3,0;1,2,0.0;75.0;355.0;75.0;5.0;260.0,380.4,True,locations_summary_20200210_triangulated.csv
1581293325.7,2020-02-10T00:08:45.700000+00:00,-77.37357,-104.229081,0.0,1,0;1,2,85.0;15.0,0.0,True,locations_summary_20200210_triangulated.csv
1581293373.55,2020-02-10T00:09:33.550000+00:00,-77.556596,-102.904528,0.0,1,0;1,2,65.0;355.0,0.0,True,locations_summary_20200210_triangulated.csv
1581379931.85,2020-02-11T00:12:11.850000+00:00,-76.486361,-102.870121,0.0,4,0;1,2,330.0;255.0;325.0;45.0;145.0;45.0;145.0;195.0,455.9,True,locations_summary_20200211_triangulated.csv
1581379514.9,2020-02-11T00:05:14.900000+00:00,-76.280411,-103.059103,0.0,1,0;1,2,330.0;10.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379532.35,2020-02-11T00:05:32.350000+00:00,-78.763961,-104.982664,0.0,1,0;1,2,215.0;10.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379548.625,2020-02-11T00:05:48.625000+00:00,-72.73676,-86.444923,0.0,1,0;1,2,215.0;45.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379556.825,2020-02-11T00:05:56.825000+00:00,-77.799428,-108.682826,0.0,1,0;1,2,255.0;45.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379566.625,2020-02-11T00:06:06.625000+00:00,-78.493814,-111.732934,0.0,1,0;1,2,65.0;45.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379590.675,2020-02-11T00:06:30.675000+00:00,-77.379078,-101.232344,0.0,1,0;1,2,65.0;150.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379637.475,2020-02-11T00:07:17.475000+00:00,-77.048624,-100.28259,0.0,1,0;1,2,190.0;305.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379642.8,2020-02-11T00:07:22.800000+00:00,-76.701499,-100.013734,0.0,1,0;1,2,190.0;100.0,0.0,True,locations_summary_20200211_triangulated.csv
1581379732.575,2020-02-11T00:08:52.575000+00:00,-81.389332,-107.016069,0.0,2,0;1,2,20.0;10.0;20.0;190.0,17.6,True,locations_summary_20200211_triangulated.csv
1581379764.1,2020-02-11T00:09:24.100000+00:00,-78.230695,-104.569639,0.0,1,0;1,2,225.0;190.0,0.0,True,locations_summary_20200211_triangulated.csv
1581465922.525,2020-02-12T00:05:22.525000+00:00,-77.548594,-100.802448,0.0,2,0;1,2,35.0;150.0;5.0;150.0,19.55,True,locations_summary_20200212_triangulated.csv
1581465950.05,2020-02-12T00:05:50.050000+00:00,-76.508275,-100.172571,0.0,1,0;1,2,5.0;85.0,0.0,True,locations_summary_20200212_triangulated.csv
1581465954.0,2020-02-12T00:05:54+00:00,-76.754248,-100.267097,0.0,1,0;1,2,5.0;105.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466004.05,2020-02-12T00:06:44.050000+00:00,-76.674817,-103.742941,0.0,1,0;1,2,310.0;45.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466022.275,2020-02-12T00:07:02.275000+00:00,-76.547852,-104.407579,0.0,1,0;1,2,310.0;95.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466044.225,2020-02-12T00:07:24.225000+00:00,-76.615612,-101.005539,0.0,1,0;1,2,350.0;95.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466065.912,2020-02-12T00:07:45.912500+00:00,-75.625172,-101.772656,0.0,2,0;1,2,350.0;20.0;350.0;20.0,18.425,True,locations_summary_20200212_triangulated.csv
1581466101.25,2020-02-12T00:08:21.250000+00:00,-76.302673,-101.247917,0.0,1,0;1,2,350.0;60.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466105.1,2020-02-12T00:08:25.100000+00:00,-76.076864,-99.529941,0.0,1,0;1,2,190.0;60.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466118.25,2020-02-12T00:08:38.250000+00:00,-79.170979,-123.070216,0.0,1,0;1,2,250.0;60.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466127.15,2020-02-12T00:08:47.150000+00:00,-77.727918,-105.654817,0.0,1,0;1,2,250.0;25.0,0.0,True,locations_summary_20200212_triangulated.csv
1581466487.525,2020-02-12T00:14:47.525000+00:00,-77.318403,-100.526025,0.0,1,0;1,2,30.0;140.0,0.0,True,locations_summary_20200212_triangulated.csv
1581552332.1,2020-02-13T00:05:32.100000+00:00,-76.729721,-99.310697,0.0,1,0;1,2,25.0;100.0,0.0,True,locations_summary_20200213_triangulated.csv
1581552410.075,2020-02-13T00:06:50.075000+00:00,-77.30812,-100.563926,0.0,1,0;1,2,65.0;140.0,0.0,True,locations_summary_20200213_triangulated.csv
1581552449.9,2020-02-13T00:07:29.900000+00:00,-76.835106,-103.385368,0.0,1,0;1,2,305.0;5.0,0.0,True,locations_summary_20200213_triangulated.csv
1581552526.55,2020-02-13T00:08:46.550000+00:00,-77.042742,-99.688745,0.0,1,0;1,2,35.0;300.0,0.0,True,locations_summary_20200213_triangulated.csv
1581552538.225,2020-02-13T00:08:58.225000+00:00,-76.19118,-97.069613,0.0,1,0;1,2,35.0;75.0,0.0,True,locations_summary_20200213_triangulated.csv
1581552676.95,2020-02-13T00:11:16.950000+00:00,-76.218885,-102.202929,0.0,1,0;1,2,340.0;215.0,0.0,True,locations_summary_20200213_triangulated.csv
1581591358.15,2020-02-13T10:55:58.150000+00:00,-76.924194,-106.617762,0.0,1,0;1,2,285.0;245.0,0.0,True,locations_summary_20200213_triangulated.csv
1581638796.675,2020-02-14T00:06:36.675000+00:00,-77.001662,-100.001286,0.0,1,0;1,2,200.0;120.0,0.0,True,locations_summary_20200214_triangulated.csv
1581638868.6,2020-02-14T00:07:48.600000+00:00,-76.570239,-99.31155,0.0,1,0;1,2,20.0;270.0,0.0,True,locations_summary_20200214_triangulated.csv
1581638884.037,2020-02-14T00:08:04.037500+00:00,-81.389332,-107.016069,0.0,2,0;1,2,20.0;190.0;20.0;10.0,8.575,True,locations_summary_20200214_triangulated.csv
1581639009.55,2020-02-14T00:10:09.550000+00:00,-75.148497,-97.038541,0.0,1,0;1,2,200.0;45.0,0.0,True,locations_summary_20200214_triangulated.csv
1581639013.9,2020-02-14T00:10:13.900000+00:00,-77.530879,-100.847372,0.0,1,0;1,2,200.0;150.0,0.0,True,locations_summary_20200214_triangulated.csv
1581725109.15,2020-02-15T00:05:09.150000+00:00,-77.692212,-100.985479,0.0,2,0;1,2,190.0;335.0;25.0;335.0,9.5,True,locations_summary_20200215_triangulated.csv
1581725130.725,2020-02-15T00:05:30.725000+00:00,-76.935233,-99.845411,0.0,3,0;1,2,190.0;295.0;25.0;295.0;210.0;295.0,102.8,True,locations_summary_20200215_triangulated.csv
1581725210.125,2020-02-15T00:06:50.125000+00:00,-77.016431,-99.080541,0.0,3,0;1,2,50.0;295.0;45.0;295.0;50.0;295.0,95.075,True,locations_summary_20200215_triangulated.csv
1581725338.3,2020-02-15T00:08:58.300000+00:00,-77.504486,-101.368384,0.0,2,0;1,2,50.0;340.0;35.0;150.0,368.7,True,locations_summary_20200215_triangulated.csv
1581725216.65,2020-02-15T00:06:56.650000+00:00,-77.110074,-98.198449,0.0,1,0;1,2,70.0;295.0,0.0,True,locations_summary_20200215_triangulated.csv
1581725254.025,2020-02-15T00:07:34.025000+00:00,-77.748579,-102.830749,0.0,1,0;1,2,50.0;355.0,0.0,True,locations_summary_20200215_triangulated.csv
1581725328.15,2020-02-15T00:08:48.150000+00:00,-77.321875,-100.513227,0.0,1,0;1,2,20.0;320.0,0.0,True,locations_summary_20200215_triangulated.csv
1581725344.175,2020-02-15T00:09:04.175000+00:00,-78.243893,-101.987301,0.0,1,0;1,2,20.0;350.0,0.0,True,locations_summary_20200215_triangulated.csv
1581725420.5,2020-02-15T00:10:20.500000+00:00,-76.564847,-103.181651,0.0,2,0;1,2,320.0;350.0;140.0;300.0,118.45,True,locations_summary_20200215_triangulated.csv
1581811519.875,2020-02-16T00:05:19.875000+00:00,-77.86867,-104.8118,0.0,1,0;1,2,60.0;15.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811546.3,2020-02-16T00:05:46.300000+00:00,-77.090248,-103.895617,0.0,1,0;1,2,285.0;15.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811561.75,2020-02-16T00:06:01.750000+00:00,-77.610256,-95.37105,0.0,1,0;1,2,285.0;300.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811568.275,2020-02-16T00:06:08.275000+00:00,-75.497632,-130.003582,0.0,1,0;1,2,285.0;280.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811573.85,2020-02-16T00:06:13.850000+00:00,-77.039534,-104.72698,0.0,1,0;1,2,285.0;215.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811590.825,2020-02-16T00:06:30.825000+00:00,-76.739834,-99.05876,0.0,1,0;1,2,210.0;280.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811596.4,2020-02-16T00:06:36.400000+00:00,-67.94449,-76.753536,0.0,1,0;1,2,210.0;215.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811609.925,2020-02-16T00:06:49.925000+00:00,-79.212819,-105.330314,0.0,1,0;1,2,210.0;10.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811657.088,2020-02-16T00:07:37.087500+00:00,-75.656575,-102.409262,0.0,2,0;1,2,345.0;10.0;345.0;15.0,73.175,True,locations_summary_20200216_triangulated.csv
1581811632.725,2020-02-16T00:07:12.725000+00:00,-78.004826,-99.645432,0.0,1,0;1,2,345.0;330.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811675.475,2020-02-16T00:07:55.475000+00:00,-76.347397,-101.596182,0.0,2,0;1,2,345.0;55.0;345.0;65.0,73.25,True,locations_summary_20200216_triangulated.csv
1581811690.225,2020-02-16T00:08:10.225000+00:00,-76.806925,-103.562154,0.0,1,0;1,2,125.0;15.0,0.0,True,locations_summary_20200216_triangulated.csv
1581811719.288,2020-02-16T00:08:39.287500+00:00,-76.682605,-104.342039,0.0,2,0;1,2,125.0;65.0;305.0;65.0,21.275,True,locations_summary_20200216_triangulated.csv
1581811808.3,2020-02-16T00:10:08.300000+00:00,-77.303085,-100.582483,0.0,1,0;1,2,80.0;140.0,0.0,True,locations_summary_20200216_triangulated.csv
1581897922.325,2020-02-17T00:05:22.325000+00:00,-76.639481,-102.148491,0.0,1,0;1,2,330.0;285.0,0.0,True,locations_summary_20200217_triangulated.csv
1581897930.85,2020-02-17T00:05:30.850000+00:00,-76.895734,-97.94771,0.0,1,0;1,2,235.0;285.0,0.0,True,locations_summary_20200217_triangulated.csv
1581897960.35,2020-02-17T00:06:00.350000+00:00,-76.657727,-103.832405,0.0,1,0;1,2,310.0;55.0,0.0,True,locations_summary_20200217_triangulated.csv
1581897979.45,2020-02-17T00:06:19.450000+00:00,-75.600637,-109.366068,0.0,1,0;1,2,310.0;125.0,0.0,True,locations_summary_20200217_triangulated.csv
1581898027.15,2020-02-17T00:07:07.150000+00:00,-78.06904,-103.859564,0.0,1,0;1,2,225.0;185.0,0.0,True,locations_summary_20200217_triangulated.csv
1581898048.8,2020-02-17T00:07:28.800000+00:00,-77.827882,-102.800273,0.0,1,0;1,2,225.0;355.0,0.0,True,locations_summary_20200217_triangulated.csv
1581898067.162,2020-02-17T00:07:47.162500+00:00,-77.323802,-102.993989,0.0,2,0;1,2,270.0;355.0;85.0;355.0,9.925,True,locations_summary_20200217_triangulated.csv
1581898141.8,2020-02-17T00:09:01.800000+00:00,-75.186201,-125.972305,0.0,1,0;1,2,110.0;105.0,0.0,True,locations_summary_20200217_triangulated.csv
1581898156.2,2020-02-17T00:09:16.200000+00:00,-76.916167,-105.094444,0.0,1,0;1,2,110.0;50.0,0.0,True,locations_summary_20200217_triangulated.csv
1581898410.25,2020-02-17T00:13:30.250000+00:00,-77.539166,-101.734511,0.0,1,0;1,2,50.0;340.0,0.0,True,locations_summary_20200217_triangulated.csv
1581898761.075,2020-02-17T00:19:21.075000+00:00,-76.701499,-100.013734,0.0,1,0;1,2,190.0;100.0,0.0,True,locations_summary_20200217_triangulated.csv
1581984302.525,2020-02-18T00:05:02.525000+00:00,-77.036541,-101.849387,0.0,1,0;1,2,310.0;325.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984314.9,2020-02-18T00:05:14.900000+00:00,-76.727263,-103.468394,0.0,1,0;1,2,310.0;15.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984310.3,2020-02-18T00:05:10.300000+00:00,-77.3594,-100.856374,0.0,2,0;1,2,250.0;325.0;40.0;325.0,4.25,True,locations_summary_20200218_triangulated.csv
1581984320.55,2020-02-18T00:05:20.550000+00:00,-77.635305,-104.537135,0.0,1,0;1,2,250.0;15.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984324.8,2020-02-18T00:05:24.800000+00:00,-78.75958,-105.860378,0.0,1,0;1,2,40.0;15.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984333.775,2020-02-18T00:05:33.775000+00:00,-78.20195,-105.204062,0.0,1,0;1,2,50.0;15.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984368.25,2020-02-18T00:06:08.250000+00:00,-76.747349,-102.172542,0.0,1,0;1,2,325.0;305.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984377.15,2020-02-18T00:06:17.150000+00:00,-77.202686,-99.31613,0.0,1,0;1,2,70.0;305.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984388.625,2020-02-18T00:06:28.625000+00:00,-76.999389,-100.591448,0.0,1,0;1,2,355.0;305.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984425.5,2020-02-18T00:07:05.500000+00:00,-76.948979,-103.138032,0.0,1,0;1,2,300.0;175.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984433.525,2020-02-18T00:07:13.525000+00:00,-76.812489,-104.176459,0.0,1,0;1,2,300.0;40.0,0.0,True,locations_summary_20200218_triangulated.csv
1581984552.15,2020-02-18T00:09:12.150000+00:00,-76.412122,-107.222488,0.0,1,0;1,2,300.0;280.0,0.0,True,locations_summary_20200218_triangulated.csv
1582070715.1,2020-02-19T00:05:15.100000+00:00,-77.095496,-99.761268,0.0,3,0;1,2,55.0;300.0;205.0;300.0;30.0;310.0,143.3,True,locations_summary_20200219_triangulated.csv
1582070738.6,2020-02-19T00:05:38.600000+00:00,-77.321853,-100.630136,0.0,4,0;1,2,55.0;320.0;205.0;320.0;25.0;320.0;250.0;325.0,233.65,True,locations_summary_20200219_triangulated.csv
1582070757.0,2020-02-19T00:05:57+00:00,-78.669351,-103.283581,0.0,1,0;1,2,25.0;0.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070767.875,2020-02-19T00:06:07.875000+00:00,-79.683929,-103.283581,0.0,1,0;1,2,195.0;0.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070776.9,2020-02-19T00:06:16.900000+00:00,-79.054701,-103.283581,0.0,1,0;1,2,200.0;0.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070800.3,2020-02-19T00:06:40.300000+00:00,-81.389332,-107.016069,0.0,1,0;1,2,200.0;10.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070815.325,2020-02-19T00:06:55.325000+00:00,-75.122312,-102.162131,0.0,1,0;1,2,170.0;10.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070827.875,2020-02-19T00:07:07.875000+00:00,-82.143311,-96.72422,0.0,1,0;1,2,170.0;345.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070841.075,2020-02-19T00:07:21.075000+00:00,-77.82392,-101.808031,0.0,1,0;1,2,30.0;345.0,0.0,True,locations_summary_20200219_triangulated.csv
1582070891.975,2020-02-19T00:08:11.975000+00:00,-76.554335,-103.220394,0.0,2,0;1,2,320.0;210.0;320.0;235.0,19.75,True,locations_summary_20200219_triangulated.csv
1582133394.725,2020-02-19T17:29:54.725000+00:00,-75.987698,-101.491871,0.0,1,0;1,2,350.0;35.0,0.0,True,locations_summary_20200219_triangulated.csv
1582157128.1,2020-02-20T00:05:28.099999+00:00,-81.132304,-117.315034,0.0,1,0;1,2,45.0;35.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157194.662,2020-02-20T00:06:34.662499+00:00,-77.201884,-99.977043,0.0,2,0;1,2,75.0;310.0;20.0;310.0,20.975,True,locations_summary_20200220_triangulated.csv
1582157214.45,2020-02-20T00:06:54.449999+00:00,-77.851495,-101.235175,0.0,2,0;1,2,20.0;340.0;15.0;340.0,6.7,True,locations_summary_20200220_triangulated.csv
1582157228.3,2020-02-20T00:07:08.299999+00:00,-77.544059,-100.813947,0.0,2,0;1,2,20.0;150.0;15.0;150.0,6.7,True,locations_summary_20200220_triangulated.csv
1582157239.5,2020-02-20T00:07:19.499999+00:00,-77.333783,-101.347214,0.0,1,0;1,2,260.0;150.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157290.9,2020-02-20T00:08:10.899999+00:00,-79.924504,-110.154016,0.0,1,0;1,2,40.0;205.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157382.425,2020-02-20T00:09:42.424999+00:00,-74.577613,-104.826912,0.0,1,0;1,2,340.0;350.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157400.65,2020-02-20T00:10:00.649999+00:00,-76.421184,-101.879505,0.0,1,0;1,2,340.0;65.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157460.975,2020-02-20T00:11:00.974999+00:00,-86.113747,-122.831249,0.0,1,0;1,2,30.0;25.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157484.275,2020-02-20T00:11:24.274999+00:00,-75.652481,-96.301203,0.0,1,0;1,2,30.0;60.0,0.0,True,locations_summary_20200220_triangulated.csv
1582157965.375,2020-02-20T00:19:25.374999+00:00,-81.536665,-111.223648,0.0,1,0;1,2,30.0;20.0,0.0,True,locations_summary_20200220_triangulated.csv
1582243516.625,2020-02-21T00:05:16.625000+00:00,-77.04037,-98.85504,0.0,1,0;1,2,55.0;295.0,0.0,True,locations_summary_20200221_triangulated.csv
1582243533.75,2020-02-21T00:05:33.750000+00:00,-77.560522,-102.118044,0.0,1,0;1,2,55.0;345.0,0.0,True,locations_summary_20200221_triangulated.csv
1582243551.475,2020-02-21T00:05:51.475000+00:00,-82.143311,-96.72422,0.0,1,0;1,2,350.0;345.0,0.0,True,locations_summary_20200221_triangulated.csv
1582243601.025,2020-02-21T00:06:41.025000+00:00,-77.935294,-103.808166,0.0,1,0;1,2,50.0;5.0,0.0,True,locations_summary_20200221_triangulated.csv
1582243612.325,2020-02-21T00:06:52.325000+00:00,-77.491669,-103.637683,0.0,1,0;1,2,75.0;5.0,0.0,True,locations_summary_20200221_triangulated.csv
1582243662.85,2020-02-21T00:07:42.850000+00:00,-76.169297,-101.805801,0.0,1,0;1,2,345.0;40.0,0.0,True,locations_summary_20200221_triangulated.csv
1582243815.45,2020-02-21T00:10:15.450000+00:00,-77.667802,-103.283581,0.0,1,0;1,2,60.0;0.0,0.0,True,locations_summary_20200221_triangulated.csv
1582244028.15,2020-02-21T00:13:48.150000+00:00,-77.413664,-100.842748,0.0,3,0;1,2,25.0;145.0;25.0;325.0;50.0;330.0,210.2,True,locations_summary_20200221_triangulated.csv
1582319189.35,2020-02-21T21:06:29.350000+00:00,-77.298825,-102.118755,0.0,1,0;1,2,90.0;340.0,0.0,True,locations_summary_20200221_triangulated.csv
1582329994.187,2020-02-22T00:06:34.187499+00:00,-77.292108,-101.063345,0.0,2,0;1,2,75.0;325.0;285.0;325.0,182.425,True,locations_summary_20200222_triangulated.csv
1582329913.825,2020-02-22T00:05:13.824999+00:00,-77.634748,-105.983204,0.0,1,0;1,2,75.0;210.0,0.0,True,locations_summary_20200222_triangulated.csv
1582329945.5,2020-02-22T00:05:45.499999+00:00,-76.398546,-102.759509,0.0,2,0;1,2,150.0;210.0;150.0;40.0,21.4,True,locations_summary_20200222_triangulated.csv
1582330034.862,2020-02-22T00:07:14.862499+00:00,-76.959627,-104.575619,0.0,2,0;1,2,295.0;40.0;285.0;215.0,124.775,True,locations_summary_20200222_triangulated.csv
1582329984.3,2020-02-22T00:06:24.299999+00:00,-77.120455,-102.156591,0.0,1,0;1,2,295.0;155.0,0.0,True,locations_summary_20200222_triangulated.csv
1582329996.3,2020-02-22T00:06:36.299999+00:00,-77.839351,-100.684098,0.0,1,0;1,2,185.0;155.0,0.0,True,locations_summary_20200222_triangulated.csv
1582330011.325,2020-02-22T00:06:51.324999+00:00,-76.306017,-100.094843,0.0,1,0;1,2,185.0;70.0,0.0,True,locations_summary_20200222_triangulated.csv
1582330192.825,2020-02-22T00:09:52.824999+00:00,-78.127084,-101.451215,0.0,1,0;1,2,195.0;165.0,0.0,True,locations_summary_20200222_triangulated.csv
1582331672.175,2020-02-22T00:34:32.174999+00:00,-76.589153,-103.593632,0.0,1,0;1,2,315.0;255.0,0.0,True,locations_summary_20200222_triangulated.csv
1582416382.9,2020-02-23T00:06:22.900000+00:00,-76.6619,-101.78097,0.0,1,0;1,2,335.0;285.0,0.0,True,locations_summary_20200223_triangulated.csv
1582416391.175,2020-02-23T00:06:31.175000+00:00,-76.16256,-102.803753,0.0,1,0;1,2,335.0;195.0,0.0,True,locations_summary_20200223_triangulated.csv
1582416399.0,2020-02-23T00:06:39+00:00,-76.340931,-102.438402,0.0,1,0;1,2,335.0;220.0,0.0,True,locations_summary_20200223_triangulated.csv
1582416404.725,2020-02-23T00:06:44.725000+00:00,-75.537959,-104.083103,0.0,1,0;1,2,335.0;350.0,0.0,True,locations_summary_20200223_triangulated.csv
1582416465.95,2020-02-23T00:07:45.950000+00:00,-74.577613,-104.826912,0.0,1,0;1,2,340.0;170.0,0.0,True,locations_summary_20200223_triangulated.csv
1582416573.475,2020-02-23T00:09:33.475000+00:00,-79.840874,-104.540474,0.0,1,0;1,2,20.0;5.0,0.0,True,locations_summary_20200223_triangulated.csv
1582416619.75,2020-02-23T00:10:19.750000+00:00,-77.158109,-100.701346,0.0,1,0;1,2,340.0;315.0,0.0,True,locations_summary_20200223_triangulated.csv
1582502703.075,2020-02-24T00:05:03.075000+00:00,-74.447421,-89.966761,0.0,1,0;1,2,220.0;235.0,0.0,True,locations_summary_20200224_triangulated.csv
1582502715.575,2020-02-24T00:05:15.575000+00:00,-77.168199,-107.034691,0.0,1,0;1,2,95.0;235.0,0.0,True,locations_summary_20200224_triangulated.csv
1582502731.3,2020-02-24T00:05:31.300000+00:00,-77.338962,-98.461247,0.0,1,0;1,2,95.0;305.0,0.0,True,locations_summary_20200224_triangulated.csv
1582502769.075,2020-02-24T00:06:09.075000+00:00,-76.883927,-95.469229,0.0,1,0;1,2,70.0;100.0,0.0,True,locations_summary_20200224_triangulated.csv
1582502788.575,2020-02-24T00:06:28.575000+00:00,-77.473467,-102.584012,0.0,1,0;1,2,70.0;350.0,0.0,True,locations_summary_20200224_triangulated.csv
1582502914.525,2020-02-24T00:08:34.525000+00:00,-79.291452,-98.933045,0.0,1,0;1,2,350.0;340.0,0.0,True,locations_summary_20200224_triangulated.csv
1582502931.975,2020-02-24T00:08:51.975000+00:00,-77.222527,-102.377063,0.0,2,0;1,2,280.0;340.0;280.0;345.0,12.95,True,locations_summary_20200224_triangulated.csv
1582503064.725,2020-02-24T00:11:04.725000+00:00,-77.351832,-100.879652,0.0,1,0;1,2,60.0;325.0,0.0,True,locations_summary_20200224_triangulated.csv
1582504050.4,2020-02-24T00:27:30.400000+00:00,-79.806188,-111.490031,0.0,1,0;1,2,45.0;30.0,0.0,True,locations_summary_20200224_triangulated.csv
1582589112.325,2020-02-25T00:05:12.325000+00:00,-76.738804,-103.407984,0.0,2,0;1,2,310.0;30.0;310.0;175.0,6.85,True,locations_summary_20200225_triangulated.csv
1582589133.85,2020-02-25T00:05:33.850000+00:00,-80.586929,-101.739982,0.0,1,0;1,2,185.0;175.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589199.5,2020-02-25T00:06:39.500000+00:00,-77.3594,-100.856374,0.0,1,0;1,2,55.0;325.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589213.275,2020-02-25T00:06:53.275000+00:00,-78.316491,-106.860374,0.0,1,0;1,2,55.0;25.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589303.1,2020-02-25T00:08:23.100000+00:00,-77.220431,-99.879949,0.0,1,0;1,2,240.0;310.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589376.65,2020-02-25T00:09:36.650000+00:00,-76.228565,-100.065079,0.0,1,0;1,2,185.0;65.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589658.65,2020-02-25T00:14:18.650000+00:00,-76.138001,-96.197849,0.0,1,0;1,2,220.0;75.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589674.975,2020-02-25T00:14:34.975000+00:00,-76.672157,-98.166622,0.0,1,0;1,2,220.0;275.0,0.0,True,locations_summary_20200225_triangulated.csv
1582589688.125,2020-02-25T00:14:48.125000+00:00,-76.689666,-97.287543,0.0,1,0;1,2,50.0;275.0,0.0,True,locations_summary_20200225_triangulated.csv
1582611389.225,2020-02-25T06:16:29.225000+00:00,-76.64069,-101.52857,0.0,1,0;1,2,340.0;280.0,0.0,True,locations_summary_20200225_triangulated.csv
